site	c	s	e	str	Ess	round
Hub_17_13.1st	chr17	20470000	20475000	chr17-20470000	Noness	1st
Hub_17_14.1st	chr17	20520000	20525000	chr17-20520000	Noness	1st
Hub_17_15.1st	chr17	20535000	20540000	chr17-20535000	Noness	1st
Hub_17_16.1st	chr17	20540000	20545000	chr17-20540000	Noness	1st
Hub_17_17.1st	chr17	20550000	20555000	chr17-20550000	Noness	1st
Hub_17_19.1st	chr17	20645000	20650000	chr17-20645000	Noness	1st
Hub_17_2.1st	chr17	15650000	15655000	chr17-15650000	Noness	1st
Hub_17_20.1st	chr17	20690000	20695000	chr17-20690000	Noness	1st
Hub_17_21.1st	chr17	20735000	20740000	chr17-20735000	Noness	1st
Hub_17_22.1st	chr17	21530000	21535000	chr17-21530000	Noness	1st
Hub_17_23.1st	chr17	21540000	21545000	chr17-21540000	Noness	1st
Hub_17_25.1st	chr17	21700000	21705000	chr17-21700000	Noness	1st
Hub_17_26.1st	chr17	21750000	21755000	chr17-21750000	Noness	1st
Hub_17_27.1st	chr17	21770000	21775000	chr17-21770000	Noness	1st
Hub_17_28.1st	chr17	21850000	21855000	chr17-21850000	Noness	1st
Hub_17_29.1st	chr17	21855000	21860000	chr17-21855000	Noness	1st
Hub_17_3.1st	chr17	15730000	15735000	chr17-15730000	Noness	1st
Hub_17_30.1st	chr17	21860000	21865000	chr17-21860000	Noness	1st
Hub_17_31.1st	chr17	21880000	21885000	chr17-21880000	Noness	1st
Hub_17_32.1st	chr17	21945000	21950000	chr17-21945000	Noness	1st
Hub_17_34.1st	chr17	22000000	22005000	chr17-22000000	Noness	1st
Hub_17_35.1st	chr17	22035000	22040000	chr17-22035000	Noness	1st
Hub_17_36.1st	chr17	22040000	22045000	chr17-22040000	Noness	1st
Hub_17_37.1st	chr17	22050000	22055000	chr17-22050000	Noness	1st
Hub_17_38.1st	chr17	22060000	22065000	chr17-22060000	Noness	1st
Hub_17_39.1st	chr17	22065000	22070000	chr17-22065000	Noness	1st
Hub_17_4.1st	chr17	16585000	16590000	chr17-16585000	Noness	1st
Hub_17_40.1st	chr17	22135000	22140000	chr17-22135000	Noness	1st
Hub_17_41.1st	chr17	22160000	22165000	chr17-22160000	Noness	1st
Hub_17_42.1st	chr17	22165000	22170000	chr17-22165000	Noness	1st
Hub_17_43.1st	chr17	22195000	22200000	chr17-22195000	Noness	1st
Hub_17_44.1st	chr17	22230000	22235000	chr17-22230000	Noness	1st
Hub_17_50.1st	chr17	30385000	30390000	chr17-30385000	Noness	1st
Hub_17_52.1st	chr17	30410000	30415000	chr17-30410000	Noness	1st
Hub_17_54.1st	chr17	36425000	36430000	chr17-36425000	Noness	1st
Hub_17_55.1st	chr17	36440000	36445000	chr17-36440000	Noness	1st
Hub_17_59.1st	chr17	45575000	45580000	chr17-45575000	Noness	1st
Hub_17_60.1st	chr17	45590000	45595000	chr17-45590000	Noness	1st
Hub_17_62.1st	chr17	51645000	51650000	chr17-51645000	Noness	1st
Hub_17_63.1st	chr17	62835000	62840000	chr17-62835000	Noness	1st
Hub_17_66.1st	chr17	68710000	68715000	chr17-68710000	Noness	1st
Hub_17_7.1st	chr17	18595000	18600000	chr17-18595000	Noness	1st
Hub_17_8.1st	chr17	18600000	18605000	chr17-18600000	Noness	1st
Hub_17_9.1st	chr17	18605000	18610000	chr17-18605000	Noness	1st
Hub_18_1.1st	chr18	14280000	14285000	chr18-14280000	Noness	1st
Hub_18_10.1st	chr18	14740000	14745000	chr18-14740000	Noness	1st
Hub_18_12.1st	chr18	14900000	14905000	chr18-14900000	Noness	1st
Hub_18_13.1st	chr18	14940000	14945000	chr18-14940000	Noness	1st
Hub_18_14.1st	chr18	14975000	14980000	chr18-14975000	Noness	1st
Hub_18_15.1st	chr18	14985000	14990000	chr18-14985000	Noness	1st
Hub_18_16.1st	chr18	14990000	14995000	chr18-14990000	Noness	1st
Hub_18_17.1st	chr18	15000000	15005000	chr18-15000000	Noness	1st
Hub_18_18.1st	chr18	15005000	15010000	chr18-15005000	Noness	1st
Hub_18_19.1st	chr18	15050000	15055000	chr18-15050000	Noness	1st
Hub_18_2.1st	chr18	14285000	14290000	chr18-14285000	Noness	1st
Hub_18_20.1st	chr18	15060000	15065000	chr18-15060000	Noness	1st
Hub_18_21.1st	chr18	15165000	15170000	chr18-15165000	Noness	1st
Hub_18_23.1st	chr18	49780000	49785000	chr18-49780000	Noness	1st
Hub_18_24.1st	chr18	51500000	51505000	chr18-51500000	Noness	1st
Hub_18_25.1st	chr18	62330000	62335000	chr18-62330000	Noness	1st
Hub_18_26.1st	chr18	62490000	62495000	chr18-62490000	Noness	1st
Hub_18_27.1st	chr18	65015000	65020000	chr18-65015000	Noness	1st
Hub_18_28.1st	chr18	65710000	65715000	chr18-65710000	Noness	1st
Hub_18_29.1st	chr18	66135000	66140000	chr18-66135000	Noness	1st
Hub_18_3.1st	chr18	14315000	14320000	chr18-14315000	Noness	1st
Hub_18_30.1st	chr18	66290000	66295000	chr18-66290000	Noness	1st
Hub_18_31.1st	chr18	66735000	66740000	chr18-66735000	Noness	1st
Hub_18_32.1st	chr18	69045000	69050000	chr18-69045000	Noness	1st
Hub_18_33.1st	chr18	70685000	70690000	chr18-70685000	Noness	1st
Hub_18_34.1st	chr18	71245000	71250000	chr18-71245000	Noness	1st
Hub_18_35.1st	chr18	71280000	71285000	chr18-71280000	Noness	1st
Hub_18_4.1st	chr18	14350000	14355000	chr18-14350000	Noness	1st
Hub_18_5.1st	chr18	14695000	14700000	chr18-14695000	Noness	1st
Hub_18_6.1st	chr18	14700000	14705000	chr18-14700000	Noness	1st
Hub_18_7.1st	chr18	14705000	14710000	chr18-14705000	Noness	1st
Hub_18_8.1st	chr18	14725000	14730000	chr18-14725000	Noness	1st
Hub_18_9.1st	chr18	14730000	14735000	chr18-14730000	Noness	1st
Hub_19_2.1st	chr19	24315000	24320000	chr19-24315000	Noness	1st
Hub_19_3.1st	chr19	37540000	37545000	chr19-37540000	Noness	1st
Hub_2_10.1st	chr2	89290000	89295000	chr2-89290000	Noness	1st
Hub_2_15.1st	chr2	90105000	90110000	chr2-90105000	Noness	1st
Hub_2_16.1st	chr2	90115000	90120000	chr2-90115000	Noness	1st
Hub_2_17.1st	chr2	90235000	90240000	chr2-90235000	Noness	1st
Hub_2_18.1st	chr2	90240000	90245000	chr2-90240000	Noness	1st
Hub_2_19.1st	chr2	90245000	90250000	chr2-90245000	Noness	1st
Hub_2_2.1st	chr2	41305000	41310000	chr2-41305000	Noness	1st
Hub_2_21.1st	chr2	96510000	96515000	chr2-96510000	Noness	1st
Hub_2_22.1st	chr2	107105000	107110000	chr2-107105000	Noness	1st
Hub_2_23.1st	chr2	107120000	107125000	chr2-107120000	Noness	1st
Hub_2_24.1st	chr2	130960000	130965000	chr2-130960000	Noness	1st
Hub_2_27.1st	chr2	132465000	132470000	chr2-132465000	Noness	1st
Hub_2_28.1st	chr2	185095000	185100000	chr2-185095000	Noness	1st
Hub_2_29.1st	chr2	189690000	189695000	chr2-189690000	Noness	1st
Hub_2_3.1st	chr2	41775000	41780000	chr2-41775000	Noness	1st
Hub_2_30.1st	chr2	193205000	193210000	chr2-193205000	Noness	1st
Hub_2_31.1st	chr2	193215000	193220000	chr2-193215000	Noness	1st
Hub_2_32.1st	chr2	193290000	193295000	chr2-193290000	Noness	1st
Hub_2_33.1st	chr2	193920000	193925000	chr2-193920000	Noness	1st
Hub_2_34.1st	chr2	194630000	194635000	chr2-194630000	Noness	1st
Hub_2_35.1st	chr2	194945000	194950000	chr2-194945000	Noness	1st
Hub_2_36.1st	chr2	195030000	195035000	chr2-195030000	Noness	1st
Hub_2_37.1st	chr2	195050000	195055000	chr2-195050000	Noness	1st
Hub_2_38.1st	chr2	196095000	196100000	chr2-196095000	Noness	1st
Hub_2_39.1st	chr2	196135000	196140000	chr2-196135000	Noness	1st
Hub_2_4.1st	chr2	57455000	57460000	chr2-57455000	Noness	1st
Hub_2_40.1st	chr2	210240000	210245000	chr2-210240000	Noness	1st
Hub_2_41.1st	chr2	210275000	210280000	chr2-210275000	Noness	1st
Hub_2_42.1st	chr2	211690000	211695000	chr2-211690000	Noness	1st
Hub_2_43.1st	chr2	211710000	211715000	chr2-211710000	Noness	1st
Hub_2_44.1st	chr2	212195000	212200000	chr2-212195000	Noness	1st
Hub_2_45.1st	chr2	213575000	213580000	chr2-213575000	Noness	1st
Hub_2_47.1st	chr2	213765000	213770000	chr2-213765000	Noness	1st
Hub_2_48.1st	chr2	213855000	213860000	chr2-213855000	Noness	1st
Hub_2_49.1st	chr2	221160000	221165000	chr2-221160000	Noness	1st
Hub_2_5.1st	chr2	78920000	78925000	chr2-78920000	Noness	1st
Hub_2_50.1st	chr2	221605000	221610000	chr2-221605000	Noness	1st
Hub_2_51.1st	chr2	222130000	222135000	chr2-222130000	Noness	1st
Hub_2_52.1st	chr2	222645000	222650000	chr2-222645000	Noness	1st
Hub_2_53.1st	chr2	224365000	224370000	chr2-224365000	Noness	1st
Hub_2_54.1st	chr2	226890000	226895000	chr2-226890000	Noness	1st
Hub_2_55.1st	chr2	227290000	227295000	chr2-227290000	Noness	1st
Hub_2_56.1st	chr2	228810000	228815000	chr2-228810000	Noness	1st
Hub_2_57.1st	chr2	229250000	229255000	chr2-229250000	Noness	1st
Hub_2_6.1st	chr2	78945000	78950000	chr2-78945000	Noness	1st
Hub_2_7.1st	chr2	81105000	81110000	chr2-81105000	Noness	1st
Hub_2_8.1st	chr2	89275000	89280000	chr2-89275000	Noness	1st
Hub_2_9.1st	chr2	89285000	89290000	chr2-89285000	Noness	1st
Hub_20_1.1st	chr20	6770000	6775000	chr20-6770000	Noness	1st
Hub_20_10.1st	chr20	25855000	25860000	chr20-25855000	Noness	1st
Hub_20_11.1st	chr20	25870000	25875000	chr20-25870000	Noness	1st
Hub_20_12.1st	chr20	25875000	25880000	chr20-25875000	Noness	1st
Hub_20_13.1st	chr20	25885000	25890000	chr20-25885000	Noness	1st
Hub_20_14.1st	chr20	25890000	25895000	chr20-25890000	Noness	1st
Hub_20_15.1st	chr20	25900000	25905000	chr20-25900000	Noness	1st
Hub_20_16.1st	chr20	25905000	25910000	chr20-25905000	Noness	1st
Hub_20_17.1st	chr20	25915000	25920000	chr20-25915000	Noness	1st
Hub_20_18.1st	chr20	25920000	25925000	chr20-25920000	Noness	1st
Hub_20_19.1st	chr20	25925000	25930000	chr20-25925000	Noness	1st
Hub_20_2.1st	chr20	12360000	12365000	chr20-12360000	Noness	1st
Hub_20_20.1st	chr20	25930000	25935000	chr20-25930000	Noness	1st
Hub_20_21.1st	chr20	25955000	25960000	chr20-25955000	Noness	1st
Hub_20_22.1st	chr20	26075000	26080000	chr20-26075000	Noness	1st
Hub_20_24.1st	chr20	26100000	26105000	chr20-26100000	Noness	1st
Hub_20_25.1st	chr20	26105000	26110000	chr20-26105000	Noness	1st
Hub_20_26.1st	chr20	26110000	26115000	chr20-26110000	Noness	1st
Hub_20_27.1st	chr20	26115000	26120000	chr20-26115000	Noness	1st
Hub_20_28.1st	chr20	26120000	26125000	chr20-26120000	Noness	1st
Hub_20_29.1st	chr20	26130000	26135000	chr20-26130000	Noness	1st
Hub_20_3.1st	chr20	12575000	12580000	chr20-12575000	Noness	1st
Hub_20_30.1st	chr20	26135000	26140000	chr20-26135000	Noness	1st
Hub_20_31.1st	chr20	26140000	26145000	chr20-26140000	Noness	1st
Hub_20_32.1st	chr20	26155000	26160000	chr20-26155000	Noness	1st
Hub_20_33.1st	chr20	26160000	26165000	chr20-26160000	Noness	1st
Hub_20_34.1st	chr20	26200000	26205000	chr20-26200000	Noness	1st
Hub_20_35.1st	chr20	26205000	26210000	chr20-26205000	Noness	1st
Hub_20_37.1st	chr20	26230000	26235000	chr20-26230000	Noness	1st
Hub_20_39.1st	chr20	26240000	26245000	chr20-26240000	Noness	1st
Hub_20_4.1st	chr20	21835000	21840000	chr20-21835000	Noness	1st
Hub_20_41.1st	chr20	26270000	26275000	chr20-26270000	Noness	1st
Hub_20_42.1st	chr20	26315000	26320000	chr20-26315000	Noness	1st
Hub_20_43.1st	chr20	29425000	29430000	chr20-29425000	Noness	1st
Hub_20_44.1st	chr20	29430000	29435000	chr20-29430000	Noness	1st
Hub_20_45.1st	chr20	29470000	29475000	chr20-29470000	Noness	1st
Hub_20_46.1st	chr20	29480000	29485000	chr20-29480000	Noness	1st
Hub_20_47.1st	chr20	29485000	29490000	chr20-29485000	Noness	1st
Hub_20_48.1st	chr20	29525000	29530000	chr20-29525000	Noness	1st
Hub_20_49.1st	chr20	29535000	29540000	chr20-29535000	Noness	1st
Hub_20_5.1st	chr20	21845000	21850000	chr20-21845000	Noness	1st
Hub_20_50.1st	chr20	29540000	29545000	chr20-29540000	Noness	1st
Hub_20_51.1st	chr20	29545000	29550000	chr20-29545000	Noness	1st
Hub_20_52.1st	chr20	29550000	29555000	chr20-29550000	Noness	1st
Hub_20_53.1st	chr20	29555000	29560000	chr20-29555000	Noness	1st
Hub_20_54.1st	chr20	29560000	29565000	chr20-29560000	Noness	1st
Hub_20_55.1st	chr20	29565000	29570000	chr20-29565000	Noness	1st
Hub_20_56.1st	chr20	29570000	29575000	chr20-29570000	Noness	1st
Hub_20_57.1st	chr20	29575000	29580000	chr20-29575000	Noness	1st
Hub_20_58.1st	chr20	29580000	29585000	chr20-29580000	Noness	1st
Hub_20_59.1st	chr20	29585000	29590000	chr20-29585000	Noness	1st
Hub_20_60.1st	chr20	29590000	29595000	chr20-29590000	Noness	1st
Hub_20_61.1st	chr20	29595000	29600000	chr20-29595000	Noness	1st
Hub_20_62.1st	chr20	29600000	29605000	chr20-29600000	Noness	1st
Hub_20_63.1st	chr20	29605000	29610000	chr20-29605000	Noness	1st
Hub_20_64.1st	chr20	29645000	29650000	chr20-29645000	Noness	1st
Hub_20_65.1st	chr20	53840000	53845000	chr20-53840000	Noness	1st
Hub_20_66.1st	chr20	54855000	54860000	chr20-54855000	Noness	1st
Hub_20_7.1st	chr20	22175000	22180000	chr20-22175000	Noness	1st
Hub_20_9.1st	chr20	25735000	25740000	chr20-25735000	Noness	1st
Hub_21_1.1st	chr21	10700000	10705000	chr21-10700000	Noness	1st
Hub_21_10.1st	chr21	11150000	11155000	chr21-11150000	Noness	1st
Hub_21_13.1st	chr21	14600000	14605000	chr21-14600000	Noness	1st
Hub_21_17.1st	chr21	14690000	14695000	chr21-14690000	Noness	1st
Hub_21_18.1st	chr21	14780000	14785000	chr21-14780000	Noness	1st
Hub_21_19.1st	chr21	14805000	14810000	chr21-14805000	Noness	1st
Hub_21_2.1st	chr21	10710000	10715000	chr21-10710000	Noness	1st
Hub_21_20.1st	chr21	14820000	14825000	chr21-14820000	Noness	1st
Hub_21_21.1st	chr21	14825000	14830000	chr21-14825000	Noness	1st
Hub_21_22.1st	chr21	14845000	14850000	chr21-14845000	Noness	1st
Hub_21_24.1st	chr21	15255000	15260000	chr21-15255000	Noness	1st
Hub_21_26.1st	chr21	15305000	15310000	chr21-15305000	Noness	1st
Hub_21_27.1st	chr21	15355000	15360000	chr21-15355000	Noness	1st
Hub_21_28.1st	chr21	15375000	15380000	chr21-15375000	Noness	1st
Hub_21_29.1st	chr21	15400000	15405000	chr21-15400000	Noness	1st
Hub_21_3.1st	chr21	10760000	10765000	chr21-10760000	Noness	1st
Hub_21_4.1st	chr21	10815000	10820000	chr21-10815000	Noness	1st
Hub_21_5.1st	chr21	10860000	10865000	chr21-10860000	Noness	1st
Hub_21_6.1st	chr21	10870000	10875000	chr21-10870000	Noness	1st
Hub_21_7.1st	chr21	11105000	11110000	chr21-11105000	Noness	1st
Hub_21_8.1st	chr21	11125000	11130000	chr21-11125000	Noness	1st
Hub_21_9.1st	chr21	11130000	11135000	chr21-11130000	Noness	1st
Hub_22_13.1st	chr22	24290000	24295000	chr22-24290000	Noness	1st
Hub_22_14.1st	chr22	34770000	34775000	chr22-34770000	Noness	1st
Hub_22_15.1st	chr22	35385000	35390000	chr22-35385000	Noness	1st
Hub_22_5.1st	chr22	17315000	17320000	chr22-17315000	Noness	1st
Hub_22_6.1st	chr22	17320000	17325000	chr22-17320000	Noness	1st
Hub_22_9.1st	chr22	17340000	17345000	chr22-17340000	Noness	1st
Hub_3_1.1st	chr3	21865000	21870000	chr3-21865000	Noness	1st
Hub_3_10.1st	chr3	104360000	104365000	chr3-104360000	Noness	1st
Hub_3_11.1st	chr3	106190000	106195000	chr3-106190000	Noness	1st
Hub_3_12.1st	chr3	116925000	116930000	chr3-116925000	Noness	1st
Hub_3_14.1st	chr3	146780000	146785000	chr3-146780000	Noness	1st
Hub_3_3.1st	chr3	78470000	78475000	chr3-78470000	Noness	1st
Hub_3_4.1st	chr3	83345000	83350000	chr3-83345000	Noness	1st
Hub_3_5.1st	chr3	86360000	86365000	chr3-86360000	Noness	1st
Hub_3_6.1st	chr3	86905000	86910000	chr3-86905000	Noness	1st
Hub_3_7.1st	chr3	87955000	87960000	chr3-87955000	Noness	1st
Hub_3_8.1st	chr3	90015000	90020000	chr3-90015000	Noness	1st
Hub_3_9.1st	chr3	102980000	102985000	chr3-102980000	Noness	1st
Hub_4_1.1st	chr4	9375000	9380000	chr4-9375000	Noness	1st
Hub_4_10.1st	chr4	107480000	107485000	chr4-107480000	Noness	1st
Hub_4_11.1st	chr4	116735000	116740000	chr4-116735000	Noness	1st
Hub_4_12.1st	chr4	118870000	118875000	chr4-118870000	Noness	1st
Hub_4_13.1st	chr4	120275000	120280000	chr4-120275000	Noness	1st
Hub_4_15.1st	chr4	144945000	144950000	chr4-144945000	Noness	1st
Hub_4_16.1st	chr4	155940000	155945000	chr4-155940000	Noness	1st
Hub_4_18.1st	chr4	161025000	161030000	chr4-161025000	Noness	1st
Hub_4_19.1st	chr4	161335000	161340000	chr4-161335000	Noness	1st
Hub_4_2.1st	chr4	9405000	9410000	chr4-9405000	Noness	1st
Hub_4_20.1st	chr4	161470000	161475000	chr4-161470000	Noness	1st
Hub_4_21.1st	chr4	161655000	161660000	chr4-161655000	Noness	1st
Hub_4_22.1st	chr4	161685000	161690000	chr4-161685000	Noness	1st
Hub_4_23.1st	chr4	161730000	161735000	chr4-161730000	Noness	1st
Hub_4_24.1st	chr4	161785000	161790000	chr4-161785000	Noness	1st
Hub_4_25.1st	chr4	171275000	171280000	chr4-171275000	Noness	1st
Hub_4_26.1st	chr4	171330000	171335000	chr4-171330000	Noness	1st
Hub_4_27.1st	chr4	190495000	190500000	chr4-190495000	Noness	1st
Hub_4_28.1st	chr4	190520000	190525000	chr4-190520000	Noness	1st
Hub_4_4.1st	chr4	12465000	12470000	chr4-12465000	Noness	1st
Hub_4_5.1st	chr4	45805000	45810000	chr4-45805000	Noness	1st
Hub_4_7.1st	chr4	49085000	49090000	chr4-49085000	Noness	1st
Hub_4_8.1st	chr4	70125000	70130000	chr4-70125000	Noness	1st
Hub_4_9.1st	chr4	104870000	104875000	chr4-104870000	Noness	1st
Hub_5_1.1st	chr5	25420000	25425000	chr5-25420000	Noness	1st
Hub_5_10.1st	chr5	46180000	46185000	chr5-46180000	Noness	1st
Hub_5_11.1st	chr5	46255000	46260000	chr5-46255000	Noness	1st
Hub_5_13.1st	chr5	49565000	49570000	chr5-49565000	Noness	1st
Hub_5_14.1st	chr5	49805000	49810000	chr5-49805000	Noness	1st
Hub_5_15.1st	chr5	51505000	51510000	chr5-51505000	Noness	1st
Hub_5_17.1st	chr5	70705000	70710000	chr5-70705000	Noness	1st
Hub_5_18.1st	chr5	70710000	70715000	chr5-70710000	Noness	1st
Hub_5_19.1st	chr5	70740000	70745000	chr5-70740000	Noness	1st
Hub_5_2.1st	chr5	28500000	28505000	chr5-28500000	Noness	1st
Hub_5_20.1st	chr5	89445000	89450000	chr5-89445000	Noness	1st
Hub_5_21.1st	chr5	92200000	92205000	chr5-92200000	Noness	1st
Hub_5_22.1st	chr5	96570000	96575000	chr5-96570000	Noness	1st
Hub_5_23.1st	chr5	97360000	97365000	chr5-97360000	Noness	1st
Hub_5_24.1st	chr5	98695000	98700000	chr5-98695000	Noness	1st
Hub_5_26.1st	chr5	106075000	106080000	chr5-106075000	Noness	1st
Hub_5_27.1st	chr5	110110000	110115000	chr5-110110000	Noness	1st
Hub_5_29.1st	chr5	113625000	113630000	chr5-113625000	Noness	1st
Hub_5_3.1st	chr5	28615000	28620000	chr5-28615000	Noness	1st
Hub_5_31.1st	chr5	120890000	120895000	chr5-120890000	Noness	1st
Hub_5_32.1st	chr5	121930000	121935000	chr5-121930000	Noness	1st
Hub_5_33.1st	chr5	125310000	125315000	chr5-125310000	Noness	1st
Hub_5_37.1st	chr5	164185000	164190000	chr5-164185000	Noness	1st
Hub_5_38.1st	chr5	164230000	164235000	chr5-164230000	Noness	1st
Hub_5_39.1st	chr5	165390000	165395000	chr5-165390000	Noness	1st
Hub_5_4.1st	chr5	29420000	29425000	chr5-29420000	Noness	1st
Hub_5_40.1st	chr5	165970000	165975000	chr5-165970000	Noness	1st
Hub_5_41.1st	chr5	175355000	175360000	chr5-175355000	Noness	1st
Hub_5_5.1st	chr5	30145000	30150000	chr5-30145000	Noness	1st
Hub_5_6.1st	chr5	45925000	45930000	chr5-45925000	Noness	1st
Hub_5_7.1st	chr5	45995000	46000000	chr5-45995000	Noness	1st
Hub_5_8.1st	chr5	46120000	46125000	chr5-46120000	Noness	1st
Hub_5_9.1st	chr5	46140000	46145000	chr5-46140000	Noness	1st
Hub_6_10.1st	chr6	57835000	57840000	chr6-57835000	Noness	1st
Hub_6_11.1st	chr6	57990000	57995000	chr6-57990000	Noness	1st
Hub_6_12.1st	chr6	58055000	58060000	chr6-58055000	Noness	1st
Hub_6_13.1st	chr6	58395000	58400000	chr6-58395000	Noness	1st
Hub_6_14.1st	chr6	58605000	58610000	chr6-58605000	Noness	1st
Hub_6_15.1st	chr6	58615000	58620000	chr6-58615000	Noness	1st
Hub_6_16.1st	chr6	58770000	58775000	chr6-58770000	Noness	1st
Hub_6_17.1st	chr6	61945000	61950000	chr6-61945000	Noness	1st
Hub_6_18.1st	chr6	61960000	61965000	chr6-61960000	Noness	1st
Hub_6_19.1st	chr6	61965000	61970000	chr6-61965000	Noness	1st
Hub_6_20.1st	chr6	61990000	61995000	chr6-61990000	Noness	1st
Hub_6_21.1st	chr6	61995000	62000000	chr6-61995000	Noness	1st
Hub_6_22.1st	chr6	62000000	62005000	chr6-62000000	Noness	1st
Hub_6_23.1st	chr6	62010000	62015000	chr6-62010000	Noness	1st
Hub_6_24.1st	chr6	62015000	62020000	chr6-62015000	Noness	1st
Hub_6_25.1st	chr6	62020000	62025000	chr6-62020000	Noness	1st
Hub_6_26.1st	chr6	62025000	62030000	chr6-62025000	Noness	1st
Hub_6_28.1st	chr6	62045000	62050000	chr6-62045000	Noness	1st
Hub_6_29.1st	chr6	62050000	62055000	chr6-62050000	Noness	1st
Hub_6_30.1st	chr6	62055000	62060000	chr6-62055000	Noness	1st
Hub_6_31.1st	chr6	62085000	62090000	chr6-62085000	Noness	1st
Hub_6_33.1st	chr6	62235000	62240000	chr6-62235000	Noness	1st
Hub_6_34.1st	chr6	62240000	62245000	chr6-62240000	Noness	1st
Hub_6_35.1st	chr6	62245000	62250000	chr6-62245000	Noness	1st
Hub_6_37.1st	chr6	63555000	63560000	chr6-63555000	Noness	1st
Hub_6_38.1st	chr6	66620000	66625000	chr6-66620000	Noness	1st
Hub_6_39.1st	chr6	67680000	67685000	chr6-67680000	Noness	1st
Hub_6_40.1st	chr6	67995000	68000000	chr6-67995000	Noness	1st
Hub_6_42.1st	chr6	75535000	75540000	chr6-75535000	Noness	1st
Hub_6_43.1st	chr6	75610000	75615000	chr6-75610000	Noness	1st
Hub_6_44.1st	chr6	77565000	77570000	chr6-77565000	Noness	1st
Hub_6_46.1st	chr6	77765000	77770000	chr6-77765000	Noness	1st
Hub_6_47.1st	chr6	77785000	77790000	chr6-77785000	Noness	1st
Hub_6_48.1st	chr6	78020000	78025000	chr6-78020000	Noness	1st
Hub_6_5.1st	chr6	55825000	55830000	chr6-55825000	Noness	1st
Hub_6_50.1st	chr6	81235000	81240000	chr6-81235000	Noness	1st
Hub_6_51.1st	chr6	81390000	81395000	chr6-81390000	Noness	1st
Hub_6_52.1st	chr6	91940000	91945000	chr6-91940000	Noness	1st
Hub_6_53.1st	chr6	92210000	92215000	chr6-92210000	Noness	1st
Hub_6_54.1st	chr6	92885000	92890000	chr6-92885000	Noness	1st
Hub_6_55.1st	chr6	92890000	92895000	chr6-92890000	Noness	1st
Hub_6_56.1st	chr6	93105000	93110000	chr6-93105000	Noness	1st
Hub_6_57.1st	chr6	93455000	93460000	chr6-93455000	Noness	1st
Hub_6_58.1st	chr6	93605000	93610000	chr6-93605000	Noness	1st
Hub_6_59.1st	chr6	93695000	93700000	chr6-93695000	Noness	1st
Hub_6_60.1st	chr6	93755000	93760000	chr6-93755000	Noness	1st
Hub_6_61.1st	chr6	94265000	94270000	chr6-94265000	Noness	1st
Hub_6_62.1st	chr6	94640000	94645000	chr6-94640000	Noness	1st
Hub_6_63.1st	chr6	94705000	94710000	chr6-94705000	Noness	1st
Hub_6_64.1st	chr6	94740000	94745000	chr6-94740000	Noness	1st
Hub_6_65.1st	chr6	94755000	94760000	chr6-94755000	Noness	1st
Hub_6_66.1st	chr6	94860000	94865000	chr6-94860000	Noness	1st
Hub_6_67.1st	chr6	94955000	94960000	chr6-94955000	Noness	1st
Hub_6_68.1st	chr6	95330000	95335000	chr6-95330000	Noness	1st
Hub_6_69.1st	chr6	95660000	95665000	chr6-95660000	Noness	1st
Hub_6_70.1st	chr6	95675000	95680000	chr6-95675000	Noness	1st
Hub_6_71.1st	chr6	96380000	96385000	chr6-96380000	Noness	1st
Hub_6_72.1st	chr6	96875000	96880000	chr6-96875000	Noness	1st
Hub_6_73.1st	chr6	98675000	98680000	chr6-98675000	Noness	1st
Hub_6_74.1st	chr6	103095000	103100000	chr6-103095000	Noness	1st
Hub_6_75.1st	chr6	103920000	103925000	chr6-103920000	Noness	1st
Hub_6_76.1st	chr6	104405000	104410000	chr6-104405000	Noness	1st
Hub_6_77.1st	chr6	104520000	104525000	chr6-104520000	Noness	1st
Hub_6_78.1st	chr6	115080000	115085000	chr6-115080000	Noness	1st
Hub_6_8.1st	chr6	57630000	57635000	chr6-57630000	Noness	1st
Hub_6_80.1st	chr6	120660000	120665000	chr6-120660000	Noness	1st
